,0,1,0
12167,FEMA,DOD,2017-09-22T14:03:14.000Z
12168,FEMA,ST,2017-09-22T14:03:14.000Z
12169,FEMA,HHS,2017-09-22T14:03:14.000Z
12170,USVI,DOD,2017-09-22T14:03:14.000Z
12171,USVI,ST,2017-09-22T14:03:14.000Z
12172,USVI,HHS,2017-09-22T14:03:14.000Z
12173,DOD,ST,2017-09-22T14:03:14.000Z
12174,DOD,HHS,2017-09-22T14:03:14.000Z
12175,ST,HHS,2017-09-22T14:03:14.000Z
12176,SBA,WHO,2017-10-04T22:57:28.000Z
12177,SBA,FEMA,2017-10-04T22:57:28.000Z
12178,SBA,DHS,2017-10-04T22:57:28.000Z
12179,WHO,FEMA,2017-10-04T22:57:28.000Z
12180,WHO,DHS,2017-10-04T22:57:28.000Z
12181,FEMA,DHS,2017-10-04T22:57:28.000Z
12182,DOD,FEMA,2017-10-04T08:43:58.000Z
12183,DOD,DHS,2017-10-04T08:43:58.000Z
12184,FEMA,DHS,2017-10-04T08:43:58.000Z
12185,FAA,WHO,2017-10-05T02:49:38.000Z
12186,FAA,FEMA,2017-10-05T02:49:38.000Z
12187,FAA,DHS,2017-10-05T02:49:38.000Z
12188,WHO,FEMA,2017-10-05T02:49:38.000Z
12189,WHO,DHS,2017-10-05T02:49:38.000Z
12190,FEMA,DHS,2017-10-05T02:49:38.000Z
12191,WHO,USCG,2017-10-04T22:59:38.000Z
12192,WHO,FEMA,2017-10-04T22:59:38.000Z
12193,WHO,DHS,2017-10-04T22:59:38.000Z
12194,USCG,FEMA,2017-10-04T22:59:38.000Z
12195,USCG,DHS,2017-10-04T22:59:38.000Z
12196,FEMA,DHS,2017-10-04T22:59:38.000Z
12197,Treas,WHO,2017-10-04T22:32:17.000Z
12198,Treas,FEMA,2017-10-04T22:32:17.000Z
12199,Treas,DHS,2017-10-04T22:32:17.000Z
12200,WHO,FEMA,2017-10-04T22:32:17.000Z
12201,WHO,DHS,2017-10-04T22:32:17.000Z
12202,FEMA,DHS,2017-10-04T22:32:17.000Z
12203,NSF,WHO,2017-10-06T13:05:25.000Z
12204,NSF,FEMA,2017-10-06T13:05:25.000Z
12205,NSF,DHS,2017-10-06T13:05:25.000Z
12206,WHO,FEMA,2017-10-06T13:05:25.000Z
12207,WHO,DHS,2017-10-06T13:05:25.000Z
12208,FEMA,DHS,2017-10-06T13:05:25.000Z
12209,DHS,WHO,2017-10-04T22:50:59.000Z
12210,DHS,FEMA,2017-10-04T22:50:59.000Z
12211,DHS,NRC,2017-10-04T22:50:59.000Z
12212,WHO,FEMA,2017-10-04T22:50:59.000Z
12213,WHO,NRC,2017-10-04T22:50:59.000Z
12214,FEMA,NRC,2017-10-04T22:50:59.000Z
12215,USCG,FEMA,2017-10-04T23:02:24.000Z
12216,USACE,FEMA,2017-10-04T03:22:39.000Z
12217,NASA,WHO,2017-10-04T22:54:18.000Z
12218,NASA,FEMA,2017-10-04T22:54:18.000Z
12219,NASA,DHS,2017-10-04T22:54:18.000Z
12220,WHO,FEMA,2017-10-04T22:54:18.000Z
12221,WHO,DHS,2017-10-04T22:54:18.000Z
12222,FEMA,DHS,2017-10-04T22:54:18.000Z
12223,DHS,WHO,2017-10-04T22:55:08.000Z
12224,DHS,FEMA,2017-10-04T22:55:08.000Z
12225,DHS,SEC,2017-10-04T22:55:08.000Z
12226,WHO,FEMA,2017-10-04T22:55:08.000Z
12227,WHO,SEC,2017-10-04T22:55:08.000Z
12228,FEMA,SEC,2017-10-04T22:55:08.000Z
12229,OPM,WHO,2017-10-04T22:57:54.000Z
12230,OPM,FEMA,2017-10-04T22:57:54.000Z
12231,OPM,DHS,2017-10-04T22:57:54.000Z
12232,WHO,FEMA,2017-10-04T22:57:54.000Z
12233,WHO,DHS,2017-10-04T22:57:54.000Z
12234,FEMA,DHS,2017-10-04T22:57:54.000Z
12235,EPA,WHO,2017-10-04T03:21:43.000Z
12236,EPA,FEMA,2017-10-04T03:21:43.000Z
12237,EPA,DHS,2017-10-04T03:21:43.000Z
12238,WHO,FEMA,2017-10-04T03:21:43.000Z
12239,WHO,DHS,2017-10-04T03:21:43.000Z
12240,FEMA,DHS,2017-10-04T03:21:43.000Z
12241,FEMA,USAID,2017-10-05T03:08:15.000Z
12242,FEMA,WHO,2017-10-05T03:08:15.000Z
12243,FEMA,AID,2017-10-05T03:08:15.000Z
12244,FEMA,DHS,2017-10-05T03:08:15.000Z
12245,USAID,WHO,2017-10-05T03:08:15.000Z
12246,USAID,AID,2017-10-05T03:08:15.000Z
12247,USAID,DHS,2017-10-05T03:08:15.000Z
12248,WHO,AID,2017-10-05T03:08:15.000Z
12249,WHO,DHS,2017-10-05T03:08:15.000Z
12250,AID,DHS,2017-10-05T03:08:15.000Z
12251,SSA,WHO,2017-10-04T22:57:00.000Z
12252,SSA,FEMA,2017-10-04T22:57:00.000Z
12253,SSA,DHS,2017-10-04T22:57:00.000Z
12254,WHO,FEMA,2017-10-04T22:57:00.000Z
12255,WHO,DHS,2017-10-04T22:57:00.000Z
12256,FEMA,DHS,2017-10-04T22:57:00.000Z
12257,HUD,FEMA,2017-10-06T13:02:57.000Z
12258,HUD,DHUD,2017-10-06T13:02:57.000Z
12259,HUD,WHO,2017-10-06T13:02:57.000Z
12260,HUD,DHS,2017-10-06T13:02:57.000Z
12261,FEMA,DHUD,2017-10-06T13:02:57.000Z
12262,FEMA,WHO,2017-10-06T13:02:57.000Z
12263,FEMA,DHS,2017-10-06T13:02:57.000Z
12264,DHUD,WHO,2017-10-06T13:02:57.000Z
12265,DHUD,DHS,2017-10-06T13:02:57.000Z
12266,WHO,DHS,2017-10-06T13:02:57.000Z
12267,DOD,RRCC,2017-09-22T13:28:12.000Z
12268,DOD,FEMA,2017-09-22T13:28:12.000Z
12269,RRCC,FEMA,2017-09-22T13:28:12.000Z
12270,DOJ,WHO,2017-10-04T03:24:30.000Z
12271,DOJ,FEMA,2017-10-04T03:24:30.000Z
12272,DOJ,DHS,2017-10-04T03:24:30.000Z
12273,WHO,FEMA,2017-10-04T03:24:30.000Z
12274,WHO,DHS,2017-10-04T03:24:30.000Z
12275,FEMA,DHS,2017-10-04T03:24:30.000Z
12276,WHO,GSA,2017-10-05T03:08:59.000Z
12277,WHO,FEMA,2017-10-05T03:08:59.000Z
12278,WHO,DHS,2017-10-05T03:08:59.000Z
12279,GSA,FEMA,2017-10-05T03:08:59.000Z
12280,GSA,DHS,2017-10-05T03:08:59.000Z
12281,FEMA,DHS,2017-10-05T03:08:59.000Z
12282,EOC,DOH,2017-10-10T10:02:55.000Z
12283,EOC,CDC,2017-10-10T10:02:55.000Z
12284,DOH,CDC,2017-10-10T10:02:55.000Z
12285,ED,DOED,2017-10-04T05:12:02.000Z
12286,ED,FEMA,2017-10-04T05:12:02.000Z
12287,ED,WHO,2017-10-04T05:12:02.000Z
12288,ED,DHS,2017-10-04T05:12:02.000Z
12289,DOED,FEMA,2017-10-04T05:12:02.000Z
12290,DOED,WHO,2017-10-04T05:12:02.000Z
12291,DOED,DHS,2017-10-04T05:12:02.000Z
12292,FEMA,WHO,2017-10-04T05:12:02.000Z
12293,FEMA,DHS,2017-10-04T05:12:02.000Z
12294,WHO,DHS,2017-10-04T05:12:02.000Z
12295,WHO,FEMA,2017-10-05T03:10:22.000Z
12296,WHO,DHS,2017-10-05T03:10:22.000Z
12297,FEMA,DHS,2017-10-05T03:10:22.000Z
12298,OHA,WHO,2017-10-04T05:46:03.000Z
12299,OHA,FEMA,2017-10-04T05:46:03.000Z
12300,OHA,DHS,2017-10-04T05:46:03.000Z
12301,WHO,FEMA,2017-10-04T05:46:03.000Z
12302,WHO,DHS,2017-10-04T05:46:03.000Z
12303,FEMA,DHS,2017-10-04T05:46:03.000Z
12304,VA,WHO,2017-10-04T07:50:51.000Z
12305,VA,FEMA,2017-10-04T07:50:51.000Z
12306,VA,DHS,2017-10-04T07:50:51.000Z
12307,WHO,FEMA,2017-10-04T07:50:51.000Z
12308,WHO,DHS,2017-10-04T07:50:51.000Z
12309,FEMA,DHS,2017-10-04T07:50:51.000Z
12310,DOE,WHO,2017-10-04T08:44:56.000Z
12311,DOE,FEMA,2017-10-04T08:44:56.000Z
12312,DOE,DHS,2017-10-04T08:44:56.000Z
12313,WHO,FEMA,2017-10-04T08:44:56.000Z
12314,WHO,DHS,2017-10-04T08:44:56.000Z
12315,FEMA,DHS,2017-10-04T08:44:56.000Z
12316,MGT,WHO,2017-10-05T03:09:38.000Z
12317,MGT,FEMA,2017-10-05T03:09:38.000Z
12318,MGT,DHS,2017-10-05T03:09:38.000Z
12319,WHO,FEMA,2017-10-05T03:09:38.000Z
12320,WHO,DHS,2017-10-05T03:09:38.000Z
12321,FEMA,DHS,2017-10-05T03:09:38.000Z
12322,WHO,FEMA,2017-10-04T04:41:48.000Z
12323,WHO,DHS,2017-10-04T04:41:48.000Z
12324,FEMA,DHS,2017-10-04T04:41:48.000Z
12325,DOT,WHO,2017-10-04T05:46:49.000Z
12326,DOT,FEMA,2017-10-04T05:46:49.000Z
12327,DOT,DHS,2017-10-04T05:46:49.000Z
12328,WHO,FEMA,2017-10-04T05:46:49.000Z
12329,WHO,DHS,2017-10-04T05:46:49.000Z
12330,FEMA,DHS,2017-10-04T05:46:49.000Z
12331,WHO,FEMA,2017-10-05T03:10:54.000Z
12332,WHO,DHS,2017-10-05T03:10:54.000Z
12333,FEMA,DHS,2017-10-05T03:10:54.000Z
12334,NPPD,WHO,2017-10-04T08:41:15.000Z
12335,NPPD,FEMA,2017-10-04T08:41:15.000Z
12336,NPPD,DHS,2017-10-04T08:41:15.000Z
12337,WHO,FEMA,2017-10-04T08:41:15.000Z
12338,WHO,DHS,2017-10-04T08:41:15.000Z
12339,FEMA,DHS,2017-10-04T08:41:15.000Z
12340,MGT,WHO,2017-10-04T08:40:10.000Z
12341,MGT,FEMA,2017-10-04T08:40:10.000Z
12342,MGT,DHS,2017-10-04T08:40:10.000Z
12343,WHO,FEMA,2017-10-04T08:40:10.000Z
12344,WHO,DHS,2017-10-04T08:40:10.000Z
12345,FEMA,DHS,2017-10-04T08:40:10.000Z
12346,DOS,WHO,2017-10-04T04:42:45.000Z
12347,DOS,FEMA,2017-10-04T04:42:45.000Z
12348,DOS,DHS,2017-10-04T04:42:45.000Z
12349,WHO,FEMA,2017-10-04T04:42:45.000Z
12350,WHO,DHS,2017-10-04T04:42:45.000Z
12351,FEMA,DHS,2017-10-04T04:42:45.000Z
12352,CBP,USVI,2017-09-28T09:33:33.000Z
12353,CBP,FEMA,2017-09-28T09:33:33.000Z
12354,USVI,FEMA,2017-09-28T09:33:33.000Z
12355,ETC,FEMA,2017-09-25T05:19:43.000Z
12356,ETC,HS,2017-09-25T05:19:43.000Z
12357,ETC,WHO,2017-09-25T05:19:43.000Z
12358,ETC,HHS,2017-09-25T05:19:43.000Z
12359,FEMA,HS,2017-09-25T05:19:43.000Z
12360,FEMA,WHO,2017-09-25T05:19:43.000Z
12361,FEMA,HHS,2017-09-25T05:19:43.000Z
12362,HS,WHO,2017-09-25T05:19:43.000Z
12363,HS,HHS,2017-09-25T05:19:43.000Z
12364,WHO,HHS,2017-09-25T05:19:43.000Z
12365,WHO,FEMA,2017-10-02T02:09:59.000Z
12366,WHO,DHS,2017-10-02T02:09:59.000Z
12367,FEMA,DHS,2017-10-02T02:09:59.000Z
12368,DOI,DOT,2017-10-04T04:45:17.000Z
12369,DOI,FEMA,2017-10-04T04:45:17.000Z
12370,DOT,FEMA,2017-10-04T04:45:17.000Z
12371,WHO,FEMA,2017-10-05T02:52:50.000Z
12372,WHO,DHS,2017-10-05T02:52:50.000Z
12373,FEMA,DHS,2017-10-05T02:52:50.000Z
12374,USCG,FEMA,2017-09-27T06:21:13.000Z
12375,OHA,WHO,2017-10-02T02:12:59.000Z
12376,OHA,FEMA,2017-10-02T02:12:59.000Z
12377,OHA,DHS,2017-10-02T02:12:59.000Z
12378,WHO,FEMA,2017-10-02T02:12:59.000Z
12379,WHO,DHS,2017-10-02T02:12:59.000Z
12380,FEMA,DHS,2017-10-02T02:12:59.000Z
12381,USVI,DOD,2017-09-26T11:20:15.000Z
12382,WHO,FEMA,2017-10-05T02:55:25.000Z
12383,WHO,DHS,2017-10-05T02:55:25.000Z
12384,FEMA,DHS,2017-10-05T02:55:25.000Z
12385,FSA,USVI,2017-09-26T21:57:32.000Z
12386,FSA,FEMA,2017-09-26T21:57:32.000Z
12387,USVI,FEMA,2017-09-26T21:57:32.000Z
12388,WHO,FLETC,2017-10-02T02:11:41.000Z
12389,WHO,FEMA,2017-10-02T02:11:41.000Z
12390,WHO,DHS,2017-10-02T02:11:41.000Z
12391,FLETC,FEMA,2017-10-02T02:11:41.000Z
12392,FLETC,DHS,2017-10-02T02:11:41.000Z
12393,FEMA,DHS,2017-10-02T02:11:41.000Z
12394,DLA,FEMA,2017-09-26T23:53:23.000Z
12395,DOI,WHO,2017-10-04T08:45:47.000Z
12396,DOI,FEMA,2017-10-04T08:45:47.000Z
12397,DOI,DHS,2017-10-04T08:45:47.000Z
12398,WHO,FEMA,2017-10-04T08:45:47.000Z
12399,WHO,DHS,2017-10-04T08:45:47.000Z
12400,FEMA,DHS,2017-10-04T08:45:47.000Z
12401,USFS,DOI,2017-09-25T14:02:01.000Z
12402,USFS,FSA,2017-09-25T14:02:01.000Z
12403,USFS,FEMA,2017-09-25T14:02:01.000Z
12404,DOI,FSA,2017-09-25T14:02:01.000Z
12405,DOI,FEMA,2017-09-25T14:02:01.000Z
12406,FSA,FEMA,2017-09-25T14:02:01.000Z
12407,DOC,WHO,2017-10-04T05:13:04.000Z
12408,DOC,FEMA,2017-10-04T05:13:04.000Z
12409,DOC,DHS,2017-10-04T05:13:04.000Z
12410,WHO,FEMA,2017-10-04T05:13:04.000Z
12411,WHO,DHS,2017-10-04T05:13:04.000Z
12412,FEMA,DHS,2017-10-04T05:13:04.000Z
12413,APOE,FEMA,2017-11-21T17:25:08.000Z
12414,APOE,FCC,2017-11-21T17:25:08.000Z
12415,APOE,APOD,2017-11-21T17:25:08.000Z
12416,APOE,DOD,2017-11-21T17:25:08.000Z
12417,APOE,HHS,2017-11-21T17:25:08.000Z
12418,FEMA,FCC,2017-11-21T17:25:08.000Z
12419,FEMA,APOD,2017-11-21T17:25:08.000Z
12420,FEMA,DOD,2017-11-21T17:25:08.000Z
12421,FEMA,HHS,2017-11-21T17:25:08.000Z
12422,FCC,APOD,2017-11-21T17:25:08.000Z
12423,FCC,DOD,2017-11-21T17:25:08.000Z
12424,FCC,HHS,2017-11-21T17:25:08.000Z
12425,APOD,DOD,2017-11-21T17:25:08.000Z
12426,APOD,HHS,2017-11-21T17:25:08.000Z
12427,DOD,HHS,2017-11-21T17:25:08.000Z
12428,USVI,FEMA,2017-11-07T12:47:50.000Z
12429,USVI,ESFLG,2017-11-07T12:47:50.000Z
12430,FEMA,ESFLG,2017-11-07T12:47:50.000Z
12431,OPS,WHO,2017-10-19T22:26:30.000Z
12432,OPS,FEMA,2017-10-19T22:26:30.000Z
12433,OPS,DHS,2017-10-19T22:26:30.000Z
12434,WHO,FEMA,2017-10-19T22:26:30.000Z
12435,WHO,DHS,2017-10-19T22:26:30.000Z
12436,FEMA,DHS,2017-10-19T22:26:30.000Z
12437,OGC,WHO,2017-10-19T22:24:20.000Z
12438,OGC,FEMA,2017-10-19T22:24:20.000Z
12439,OGC,DHS,2017-10-19T22:24:20.000Z
12440,WHO,FEMA,2017-10-19T22:24:20.000Z
12441,WHO,DHS,2017-10-19T22:24:20.000Z
12442,FEMA,DHS,2017-10-19T22:24:20.000Z
12443,WHO,FEMA,2017-10-21T18:32:05.000Z
12444,WHO,DHS,2017-10-21T18:32:05.000Z
12445,FEMA,DHS,2017-10-21T18:32:05.000Z
12446,DOL,WHO,2017-10-06T13:04:02.000Z
12447,DOL,FEMA,2017-10-06T13:04:02.000Z
12448,DOL,DHS,2017-10-06T13:04:02.000Z
12449,WHO,FEMA,2017-10-06T13:04:02.000Z
12450,WHO,DHS,2017-10-06T13:04:02.000Z
12451,FEMA,DHS,2017-10-06T13:04:02.000Z
12452,WHO,FEMA,2017-10-19T22:22:47.000Z
12453,WHO,DHS,2017-10-19T22:22:47.000Z
12454,FEMA,DHS,2017-10-19T22:22:47.000Z
12455,OLA,WHO,2017-10-19T22:22:20.000Z
12456,OLA,FEMA,2017-10-19T22:22:20.000Z
12457,OLA,DHS,2017-10-19T22:22:20.000Z
12458,WHO,FEMA,2017-10-19T22:22:20.000Z
12459,WHO,DHS,2017-10-19T22:22:20.000Z
12460,FEMA,DHS,2017-10-19T22:22:20.000Z
12461,DHS,WHO,2017-10-14T17:13:47.000Z
12462,DHS,FEMA,2017-10-14T17:13:47.000Z
12463,DHS,TSA,2017-10-14T17:13:47.000Z
12464,WHO,FEMA,2017-10-14T17:13:47.000Z
12465,WHO,TSA,2017-10-14T17:13:47.000Z
12466,FEMA,TSA,2017-10-14T17:13:47.000Z
12467,WHO,FEMA,2017-10-06T13:06:49.000Z
12468,WHO,DHS,2017-10-06T13:06:49.000Z
12469,FEMA,DHS,2017-10-06T13:06:49.000Z
12470,MGT,WHO,2017-10-06T13:07:56.000Z
12471,MGT,FEMA,2017-10-06T13:07:56.000Z
12472,MGT,DHS,2017-10-06T13:07:56.000Z
12473,WHO,FEMA,2017-10-06T13:07:56.000Z
12474,WHO,DHS,2017-10-06T13:07:56.000Z
12475,FEMA,DHS,2017-10-06T13:07:56.000Z
12476,ST,DOD,2017-10-22T18:42:06.000Z
12477,ST,HHS,2017-10-22T18:42:06.000Z
12478,ST,FEMA,2017-10-22T18:42:06.000Z
12479,DOD,HHS,2017-10-22T18:42:06.000Z
12480,DOD,FEMA,2017-10-22T18:42:06.000Z
12481,HHS,FEMA,2017-10-22T18:42:06.000Z
12482,FTA,DOT,2017-10-07T10:02:59.000Z
12483,FTA,FEMA,2017-10-07T10:02:59.000Z
12484,FTA,ETC,2017-10-07T10:02:59.000Z
12485,DOT,FEMA,2017-10-07T10:02:59.000Z
12486,DOT,ETC,2017-10-07T10:02:59.000Z
12487,FEMA,ETC,2017-10-07T10:02:59.000Z
12488,MGT,WHO,2017-10-06T13:10:47.000Z
12489,MGT,FEMA,2017-10-06T13:10:47.000Z
12490,MGT,DHS,2017-10-06T13:10:47.000Z
12491,WHO,FEMA,2017-10-06T13:10:47.000Z
12492,WHO,DHS,2017-10-06T13:10:47.000Z
12493,FEMA,DHS,2017-10-06T13:10:47.000Z
12494,DOH,FEMA,2017-10-08T05:37:02.000Z
12495,DOH,CDC,2017-10-08T05:37:02.000Z
12496,DOH,USVI,2017-10-08T05:37:02.000Z
12497,DOH,ST,2017-10-08T05:37:02.000Z
12498,DOH,HHS,2017-10-08T05:37:02.000Z
12499,FEMA,CDC,2017-10-08T05:37:02.000Z
12500,FEMA,USVI,2017-10-08T05:37:02.000Z
12501,FEMA,ST,2017-10-08T05:37:02.000Z
12502,FEMA,HHS,2017-10-08T05:37:02.000Z
12503,CDC,USVI,2017-10-08T05:37:02.000Z
12504,CDC,ST,2017-10-08T05:37:02.000Z
12505,CDC,HHS,2017-10-08T05:37:02.000Z
12506,USVI,ST,2017-10-08T05:37:02.000Z
12507,USVI,HHS,2017-10-08T05:37:02.000Z
12508,ST,HHS,2017-10-08T05:37:02.000Z
12509,WHO,FEMA,2017-10-06T13:09:31.000Z
12510,WHO,DHS,2017-10-06T13:09:31.000Z
12511,FEMA,DHS,2017-10-06T13:09:31.000Z
12512,HHS,WHO,2017-10-07T19:28:48.000Z
12513,HHS,FEMA,2017-10-07T19:28:48.000Z
12514,HHS,DHS,2017-10-07T19:28:48.000Z
12515,WHO,FEMA,2017-10-07T19:28:48.000Z
12516,WHO,DHS,2017-10-07T19:28:48.000Z
12517,FEMA,DHS,2017-10-07T19:28:48.000Z
12518,DHS,WHO,2017-12-27T19:18:17.000Z
12519,DHS,FEMA,2017-12-27T19:18:17.000Z
12520,DHS,USSS,2017-12-27T19:18:17.000Z
12521,WHO,FEMA,2017-12-27T19:18:17.000Z
12522,WHO,USSS,2017-12-27T19:18:17.000Z
12523,FEMA,USSS,2017-12-27T19:18:17.000Z
12524,DNDO,WHO,2017-12-27T19:19:50.000Z
12525,DNDO,FEMA,2017-12-27T19:19:50.000Z
12526,DNDO,DHS,2017-12-27T19:19:50.000Z
12527,WHO,FEMA,2017-12-27T19:19:50.000Z
12528,WHO,DHS,2017-12-27T19:19:50.000Z
12529,FEMA,DHS,2017-12-27T19:19:50.000Z
12530,WHO,FEMA,2017-10-07T03:19:49.000Z
12531,WHO,DHS,2017-10-07T03:19:49.000Z
12532,FEMA,DHS,2017-10-07T03:19:49.000Z
12533,EOP,WHO,2017-12-27T19:20:28.000Z
12534,EOP,FEMA,2017-12-27T19:20:28.000Z
12535,EOP,DHS,2017-12-27T19:20:28.000Z
12536,WHO,FEMA,2017-12-27T19:20:28.000Z
12537,WHO,DHS,2017-12-27T19:20:28.000Z
12538,FEMA,DHS,2017-12-27T19:20:28.000Z
12539,EEOC,WHO,2017-12-14T14:24:02.000Z
12540,EEOC,FEMA,2017-12-14T14:24:02.000Z
12541,EEOC,DHS,2017-12-14T14:24:02.000Z
12542,WHO,FEMA,2017-12-14T14:24:02.000Z
12543,WHO,DHS,2017-12-14T14:24:02.000Z
12544,FEMA,DHS,2017-12-14T14:24:02.000Z
12545,CBP,WHO,2018-01-05T21:11:08.000Z
12546,CBP,FEMA,2018-01-05T21:11:08.000Z
12547,CBP,DHS,2018-01-05T21:11:08.000Z
12548,WHO,FEMA,2018-01-05T21:11:08.000Z
12549,WHO,DHS,2018-01-05T21:11:08.000Z
12550,FEMA,DHS,2018-01-05T21:11:08.000Z
12551,ETC,FEMA,2017-11-10T14:53:57.000Z
12552,ETC,HS,2017-11-10T14:53:57.000Z
12553,ETC,WHO,2017-11-10T14:53:57.000Z
12554,ETC,HHS,2017-11-10T14:53:57.000Z
12555,FEMA,HS,2017-11-10T14:53:57.000Z
12556,FEMA,WHO,2017-11-10T14:53:57.000Z
12557,FEMA,HHS,2017-11-10T14:53:57.000Z
12558,HS,WHO,2017-11-10T14:53:57.000Z
12559,HS,HHS,2017-11-10T14:53:57.000Z
12560,WHO,HHS,2017-11-10T14:53:57.000Z
12561,DHS,WHO,2017-12-27T19:18:56.000Z
12562,DHS,FEMA,2017-12-27T19:18:56.000Z
12563,DHS,ICE,2017-12-27T19:18:56.000Z
12564,WHO,FEMA,2017-12-27T19:18:56.000Z
12565,WHO,ICE,2017-12-27T19:18:56.000Z
12566,FEMA,ICE,2017-12-27T19:18:56.000Z
12567,BIA,FEMA,2018-03-15T17:34:10.000Z
12568,FEMA,CIS,2018-11-01T19:26:42.000Z
12569,FEMA,WHO,2018-11-01T19:26:42.000Z
12570,FEMA,DHS,2018-11-01T19:26:42.000Z
12571,FEMA,USCIS,2018-11-01T19:26:42.000Z
12572,CIS,WHO,2018-11-01T19:26:42.000Z
12573,CIS,DHS,2018-11-01T19:26:42.000Z
12574,CIS,USCIS,2018-11-01T19:26:42.000Z
12575,WHO,DHS,2018-11-01T19:26:42.000Z
12576,WHO,USCIS,2018-11-01T19:26:42.000Z
12577,DHS,USCIS,2018-11-01T19:26:42.000Z
12578,WHO,FEMA,2018-09-14T12:53:55.000Z
12579,WHO,DHS,2018-09-14T12:53:55.000Z
12580,FEMA,DHS,2018-09-14T12:53:55.000Z
12581,DHS,WHO,2019-09-18T20:09:49.000Z
12582,DHS,FEMA,2019-09-18T20:09:49.000Z
12583,DHS,ICE,2019-09-18T20:09:49.000Z
12584,WHO,FEMA,2019-09-18T20:09:49.000Z
12585,WHO,ICE,2019-09-18T20:09:49.000Z
12586,FEMA,ICE,2019-09-18T20:09:49.000Z
12587,WHO,FEMA,2018-09-14T12:30:27.000Z
12588,WHO,DHS,2018-09-14T12:30:27.000Z
12589,FEMA,DHS,2018-09-14T12:30:27.000Z
12590,DOC,WHO,2018-08-15T11:15:30.000Z
12591,DOC,FEMA,2018-08-15T11:15:30.000Z
12592,DOC,DHS,2018-08-15T11:15:30.000Z
12593,WHO,FEMA,2018-08-15T11:15:30.000Z
12594,WHO,DHS,2018-08-15T11:15:30.000Z
12595,FEMA,DHS,2018-08-15T11:15:30.000Z
12596,GSA,FEMA,2019-03-05T15:55:34.000Z
12597,IRS,FEMA,2019-05-08T22:29:49.000Z
12598,ETA,DOL,2018-04-27T18:16:40.000Z
12599,DOD,RRCC,2018-11-02T15:12:25.000Z
12600,DOD,FEMA,2018-11-02T15:12:25.000Z
12601,DOD,PACOM,2018-11-02T15:12:25.000Z
12602,RRCC,FEMA,2018-11-02T15:12:25.000Z
12603,RRCC,PACOM,2018-11-02T15:12:25.000Z
12604,FEMA,PACOM,2018-11-02T15:12:25.000Z
12605,SSA,FEMA,2019-02-26T20:49:17.000Z
12606,VA,FEMA,2018-03-07T08:17:11.000Z
12607,HHS,FEMA,2018-09-17T19:25:42.000Z
12608,NRCC,USAF,2018-09-17T19:37:17.000Z
12609,NRCC,RRCC,2018-09-17T19:37:17.000Z
12610,NRCC,FEMA,2018-09-17T19:37:17.000Z
12611,NRCC,CAP,2018-09-17T19:37:17.000Z
12612,NRCC,OPS,2018-09-17T19:37:17.000Z
12613,USAF,RRCC,2018-09-17T19:37:17.000Z
12614,USAF,FEMA,2018-09-17T19:37:17.000Z
12615,USAF,CAP,2018-09-17T19:37:17.000Z
12616,USAF,OPS,2018-09-17T19:37:17.000Z
12617,RRCC,FEMA,2018-09-17T19:37:17.000Z
12618,RRCC,CAP,2018-09-17T19:37:17.000Z
12619,RRCC,OPS,2018-09-17T19:37:17.000Z
12620,FEMA,CAP,2018-09-17T19:37:17.000Z
12621,FEMA,OPS,2018-09-17T19:37:17.000Z
12622,CAP,OPS,2018-09-17T19:37:17.000Z
12623,CBP,FEMA,2018-09-16T09:04:22.000Z
12624,DOE,NRCC,2018-09-16T06:14:43.000Z
12625,DOE,FEMA,2018-09-16T06:14:43.000Z
12626,NRCC,FEMA,2018-09-16T06:14:43.000Z
12627,DOD,FEMA,2018-09-17T10:01:50.000Z
12628,RRCC,NOAA,2018-09-17T10:18:31.000Z
12629,RRCC,NWS,2018-09-17T10:18:31.000Z
12630,RRCC,FEMA,2018-09-17T10:18:31.000Z
12631,NOAA,NWS,2018-09-17T10:18:31.000Z
12632,NOAA,FEMA,2018-09-17T10:18:31.000Z
12633,NWS,FEMA,2018-09-17T10:18:31.000Z
12634,RRCC,HHS,2018-09-17T10:15:41.000Z
12635,RRCC,FEMA,2018-09-17T10:15:41.000Z
12636,HHS,FEMA,2018-09-17T10:15:41.000Z
12637,NPPD,RRCC,2018-09-17T19:35:43.000Z
12638,NPPD,FEMA,2018-09-17T19:35:43.000Z
12639,RRCC,FEMA,2018-09-17T19:35:43.000Z
12640,NRCC,DOI,2018-09-16T11:27:22.000Z
12641,NRCC,FEMA,2018-09-16T11:27:22.000Z
12642,DOI,FEMA,2018-09-16T11:27:22.000Z
12643,NOAA,FEMA,2018-09-16T11:30:01.000Z
12644,CDP,USACE,2019-05-22T13:55:46.000Z
12645,CDP,FEMA,2019-05-22T13:55:46.000Z
12646,USACE,FEMA,2019-05-22T13:55:46.000Z
12647,NRCC,HHS,2018-09-16T11:28:57.000Z
12648,NRCC,HS,2018-09-16T11:28:57.000Z
12649,NRCC,FEMA,2018-09-16T11:28:57.000Z
12650,HHS,HS,2018-09-16T11:28:57.000Z
12651,HHS,FEMA,2018-09-16T11:28:57.000Z
12652,HS,FEMA,2018-09-16T11:28:57.000Z
12653,USAF,FEMA,2019-06-14T19:23:54.000Z
12654,USAF,CREW,2019-06-14T19:23:54.000Z
12655,USAF,FAA,2019-06-14T19:23:54.000Z
